IBGE,MUNICIPIO,UF,PERIODO,UNIDADE,VALOR,LIRAa,LIA,ARMAD,TP_ARMAD, IIP_AE , IB_AE , ESTR_IIP_ME09 , PERC_IIP_ME09 , ESTR_IIP_MAI1MEI39 , PERC_IIP_MAI1MEI39 , ESTR_IIP_MAI4 , PERC_IIP_MAI4 , A1_VAL , A1_PERC , A2_VAL , A2_PERC , B_VAL , B_PERC , C_VAL , C_PERC , D1_VAL , D1_PERC , D2_VAL , D2_PERC , E_VAL , E_PERC , IIP_AA , IB_AA , dep_agua_val , dep_agua_perc ,dep_dom_val,dep_dom_perc,lixo_val,lixo_perc
260260,Brejo da Madre de Deus,PE,06 a 10 DE JANEIRO 2020,TRIMESTRE,1,1,2,2,lira,6.70,9.10,0.00,0.00,2.00,40.00,3.00,60.00,0.00,0.00,98.00,94.20,6.00,5.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,94.20,6.00,5.80,0.00,0.00
260280,Buique,PE,44105.25,TRIMESTRE,1,1,2,2,lira,4.40,4.50,1.00,20.00,3.00,60.00,1.00,20.00,0.00,0.00,32.00,97.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,97.00,1.00,3.00,0.00,0.00
260290,Cabo de Santo Agostinho,PE,44105.25,TRIMESTRE,1,1,2,2,lira,1.90,2.10,2.00,28.57,4.00,57.14,1.00,14.29,0.00,0.00,41.00,91.10,1.00,2.20,1.00,2.20,0.00,0.00,2.00,4.40,0.00,0.00,0.20,0.20,41.00,91.10,2.00,4.40,2.00,4.40
260300,Cabrobo,PE,06 a 10 de Janeiro 2020,TRIMESTRE,1,1,2,2,lira,0.40,0.40,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00
260310,Cachoeirinha,PE,06 a 10 de Janeiro 2020,TRIMESTRE,1,1,2,2,lira,4.00,4.00,0.00,0.00,0.00,0.00,1.00,100.00,2.00,11.80,12.00,70.60,3.00,17.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,82.40,3.00,17.60,0.00,0.00
260320,Caetes,PE,06 a 10/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,9.50,9.50,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,23.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,100.00,0.00,0.00,0.00,0.00
260330,Calcado,PE,06 a 10/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,4.70,4.70,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,5.00,45.50,2.00,18.20,4.00,36.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,45.50,6.00,54.60,0.00,0.00
260345,Camaragibe,PE,06/01/2020 A 10/01/2020,TRIMESTRE,1,1,2,2,lira,6.10,6.40,0.00,0.00,1.00,16.67,5.00,83.33,0.00,0.00,127.00,81.40,19.00,12.20,5.00,3.20,1.00,0.60,4.00,2.60,0.00,0.00,0.20,0.20,127.00,81.40,24.00,15.40,5.00,3.20
260350,Camocim de Sao Felix,PE,DE 06 A 10 DE JAN 2020,TRIMESTRE,1,1,2,2,lira,2.90,3.40,0.00,0.00,3.00,100.00,0.00,0.00,0.00,0.00,20.00,76.90,5.00,19.20,1.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,76.90,6.00,23.00,0.00,0.00
260360,Camutanga,PE,44105.25,TRIMESTRE,1,1,2,2,lira,2.50,3.80,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,2.00,33.30,1.00,16.70,3.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.30,4.00,66.70,0.00,0.00
260370,Canhotinho,PE,06 a 10/01/2020 1° ciclo,TRIMESTRE,1,1,2,2,lira,1.90,1.90,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00,0.00
260380,Capoeiras,PE,07 a 08/01/2020 1 ciclo,TRIMESTRE,1,1,2,2,lira,0.40,0.40,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00
260390,Carnaiba,PE,44044.25,TRIMESTRE,1,1,2,2,lira,3.30,3.30,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00,0.00
260400,Carpina,PE,de 06 a 10 do 01 de 2020,TRIMESTRE,1,1,2,2,lira,0.80,0.80,15.00,93.75,0.00,0.00,1.00,6.25,1.00,3.60,27.00,96.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,100.00,0.00,0.00,0.00,0.00
260410,Caruaru,PE,06 a 10 de Janeiro 2020,TRIMESTRE,1,1,2,2,lira,8.20,9.80,0.00,0.00,1.00,6.67,14.00,93.33,5.00,0.80,626.00,98.00,6.00,0.90,2.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.00,98.80,8.00,1.20,0.00,0.00
260420,Catende,PE,De 21  a  24 de Janeiro,TRIMESTRE,1,1,2,2,lira,0.70,1.40,2.00,100.00,0.00,0.00,0.00,0.00,1.00,16.70,3.00,50.00,1.00,16.70,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,66.70,2.00,33.40,0.00,0.00
260430,Cedro,PE,06/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260440,Cha de Alegria,PE,44105.25,TRIMESTRE,1,1,2,2,lira,2.00,3.50,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,14.00,87.50,2.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,87.50,2.00,12.50,0.00,0.00
260450,Cha Grande,PE,10/01/2020 06:00,TRIMESTRE,1,1,2,2,lira,3.90,3.90,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,18.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,100.00,0.00,0.00,0.00,0.00
260460,Condado,PE,06/01 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,0.90,0.90,2.00,50.00,2.00,50.00,0.00,0.00,0.00,0.00,2.00,40.00,1.00,20.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,40.00,3.00,60.00,0.00,0.00
260470,Correntes,PE,06 a 10/01/2020 1° ciclo ,TRIMESTRE,1,1,2,2,lira,2.80,2.80,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,2.00,28.60,2.00,28.60,3.00,42.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,28.60,5.00,71.50,0.00,0.00
260480,Cortes,PE,06 a 10 de janeiro 2020,TRIMESTRE,1,1,2,2,lira,3.10,3.10,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,50.00,3.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,100.00,0.00,0.00
260490,Cumaru,PE,06.01.2020 a 10.01.2020,TRIMESTRE,1,1,2,2,lira,3.00,3.00,1.00,33.33,2.00,66.67,0.00,0.00,0.00,0.00,31.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,100.00,0.00,0.00,0.00,0.00
260500,Cupira,PE,6/1 A 10/1/2020,TRIMESTRE,1,1,2,2,lira,2.80,2.80,0.00,0.00,1.00,50.00,1.00,50.00,1.00,6.30,12.00,75.00,2.00,12.50,1.00,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,81.30,3.00,18.80,0.00,0.00
260510,Custodia,PE,06/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,9.20,9.90,0.00,0.00,0.00,0.00,4.00,100.00,4.00,5.40,69.00,93.20,1.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,98.60,1.00,1.40,0.00,0.00
260515,Dormentes,PE,07 e 08/01/2020,TRIMESTRE,1,1,2,2,lira,0.50,0.50,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
260520,Escada,PE,44105.25,TRIMESTRE,1,1,2,2,lira,3.40,4.20,0.00,0.00,4.00,57.14,3.00,42.86,0.00,0.00,62.00,77.50,17.00,21.30,0.00,0.00,0.00,0.00,1.00,1.30,0.00,0.00,0.00,0.00,62.00,77.50,17.00,21.30,1.00,1.30
260530,Exu,PE,07/01 a 09/01/2019,TRIMESTRE,1,1,2,2,lira,3.00,3.00,0.00,0.00,2.00,66.67,1.00,33.33,0.00,0.00,18.00,94.70,1.00,5.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,94.70,1.00,5.30,0.00,0.00
260540,Feira Nova,PE,06/01/2020 a 10/01/2010,TRIMESTRE,1,1,2,2,lira,1.70,1.70,0.00,0.00,4.00,100.00,0.00,0.00,0.00,0.00,18.00,94.70,0.00,0.00,1.00,5.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,94.70,1.00,5.30,0.00,0.00
260550,Ferreiros,PE,06/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,3.10,3.10,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00
260560,Flores,PE,De 06/01 A 10/01/2020,TRIMESTRE,1,1,2,2,lira,0.50,0.50,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
260570,Floresta,PE,06/01 A 10/01/2020,TRIMESTRE,1,1,2,2,lira,1.30,1.30,2.00,66.67,1.00,33.33,0.00,0.00,0.00,0.00,4.00,80.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,80.00,1.00,20.00,0.00,0.00
260580,Frei Miguelinho,PE,06 A 10 DE JANEIRO 2020,TRIMESTRE,1,1,2,2,lira,0.40,0.40,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
260590,Gameleira,PE,1º LIRA 6 a 10/JANEI 2020,TRIMESTRE,1,1,2,2,lira,0.10,0.10,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,1.00,100.00,0.00,0.00,0.00,0.00
260600,Garanhuns,PE,06 a 10/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,6.60,7.10,0.00,0.00,0.00,0.00,7.00,100.00,0.00,0.00,135.00,75.40,12.00,6.70,32.00,17.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.00,75.40,44.00,24.60,0.00,0.00
260610,Gloria do Goita,PE,44105.25,TRIMESTRE,1,1,2,2,lira,4.30,4.30,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,12.00,60.00,6.00,30.00,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,60.00,8.00,40.00,0.00,0.00
260620,Goiana,PE,06/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,0.80,0.80,5.00,83.33,1.00,16.67,0.00,0.00,1.00,7.70,12.00,92.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,100.00,0.00,0.00,0.00,0.00
260640,Gravata,PE,06 a 28 de janeiro 2020,TRIMESTRE,1,1,2,2,lira,7.00,9.60,1.00,20.00,0.00,0.00,4.00,80.00,0.00,0.00,161.00,85.60,13.00,6.90,14.00,7.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,85.60,27.00,14.30,0.00,0.00
260650,Iati,PE,06 a 10/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,4.00,4.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,6.00,66.70,1.00,11.10,2.00,22.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,66.70,3.00,33.30,0.00,0.00
260660,Ibimirim,PE,06 a 10/01 de 2020,TRIMESTRE,1,1,2,2,lira,6.60,6.60,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,19.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,100.00,0.00,0.00,0.00,0.00
260670,Ibirajuba,PE,06 A 10 DE JANEIRO 2020,TRIMESTRE,1,1,2,2,lira,0.70,0.70,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
260680,Igarassu,PE,06/01 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,2.00,2.10,4.00,44.44,3.00,33.33,2.00,22.22,0.00,0.00,36.00,78.30,3.00,6.50,3.00,6.50,0.00,0.00,4.00,8.70,0.00,0.00,0.10,0.10,36.00,78.30,6.00,13.00,4.00,8.70
260690,Iguaraci,PE,08/01/2020 06:00,TRIMESTRE,1,1,2,2,lira,3.30,3.30,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00
260760,Ilha de Itamaraca,PE,06/01 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,0.70,1.00,3.00,75.00,1.00,25.00,0.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00,0.00
260700,Inaja,PE,06/01 a 06/01/2020,TRIMESTRE,1,1,2,2,lira,6.50,6.50,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00,0.00
260720,Ipojuca,PE,De 06 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,0.70,0.70,3.00,60.00,2.00,40.00,0.00,0.00,0.00,0.00,11.00,73.30,2.00,13.30,0.00,0.00,1.00,6.70,1.00,6.70,0.00,0.00,0.00,0.00,11.00,73.30,2.00,13.30,2.00,13.40
260730,Ipubi,PE,6 a 10 JANEIRO DE 2020,TRIMESTRE,1,1,2,2,lira,3.10,3.30,0.00,0.00,1.00,50.00,1.00,50.00,4.00,30.80,8.00,61.50,0.00,0.00,1.00,7.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,92.30,1.00,7.70,0.00,0.00
260750,Itaiba,PE,06 a 10/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,4.10,4.10,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,18.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,100.00,0.00,0.00,0.00,0.00
260765,Itambe,PE,06/01 A 10/01/2020,TRIMESTRE,1,1,2,2,lira,1.40,2.60,2.00,33.33,4.00,66.67,0.00,0.00,0.00,0.00,20.00,83.30,4.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,83.30,4.00,16.70,0.00,0.00
260770,Itapetim,PE,06/01/2020 a 08/01/2020,TRIMESTRE,1,1,2,2,lira,5.40,5.40,0.00,0.00,0.00,0.00,1.00,100.00,4.00,30.80,9.00,69.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,100.00,0.00,0.00,0.00,0.00
260775,Itapissuma,PE,de 06 a 10 do 01 de 2020,TRIMESTRE,1,1,2,2,lira,0.20,0.20,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
260780,Itaquitinga,PE,06/01/2020 A 10/01/2020,TRIMESTRE,1,1,2,2,lira,0.80,0.80,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00
260790,Jaboatao dos Guararapes,PE,06 a 10 DE JANEIRO 2020,TRIMESTRE,1,1,2,2,lira,1.80,1.90,15.00,42.86,17.00,48.57,3.00,8.57,0.00,0.00,154.00,84.20,23.00,12.60,6.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.00,84.20,29.00,15.90,0.00,0.00
260795,Jaqueira,PE,De 07 a 10 de Janeiro,TRIMESTRE,1,1,2,2,lira,3.60,3.60,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,14.30,0.00,0.00,6.00,85.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14.30,6.00,85.70,0.00,0.00
260800,Jatauba,PE,44105.25,TRIMESTRE,1,1,2,2,lira,2.10,2.40,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,7.00,87.50,1.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,87.50,1.00,12.50,0.00,0.00
260805,Jatoba,PE,44105.29167,TRIMESTRE,1,1,2,2,lira,1.70,1.70,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,2.00,33.30,4.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.30,4.00,66.70,0.00,0.00
260810,Joao Alfredo,PE,44105.25,TRIMESTRE,1,1,2,2,lira,9.00,15.20,0.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00,61.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,100.00,0.00,0.00,0.00,0.00
260820,Joaquim Nabuco,PE,30/12/2019 a 03/01/2020,TRIMESTRE,1,1,2,2,lira,0.50,0.50,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
260825,Jucati,PE,06 a 10/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,4.90,4.90,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,2.00,28.60,2.00,28.60,3.00,42.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,28.60,5.00,71.50,0.00,0.00
260830,Jupi,PE,20 a 22/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,0.40,0.40,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
260840,Jurema,PE,06 a 10/01 de 2020,TRIMESTRE,1,1,2,2,lira,2.80,2.80,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00,0.00
260845,Lagoa do Carro,PE,06/01 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,1.20,1.20,2.00,66.67,1.00,33.33,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00
260850,Lagoa do Itaenga,PE,06/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,1.80,1.80,2.00,50.00,1.00,25.00,1.00,25.00,0.00,0.00,12.00,75.00,4.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,75.00,4.00,25.00,0.00,0.00
260860,Lagoa do Ouro,PE,06 a 10/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,0.40,0.40,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00
260870,Lagoa dos Gatos,PE,06 a 10 de janeiro,TRIMESTRE,1,1,2,2,lira,0.70,1.40,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00
260875,Lagoa Grande,PE,44105.25,TRIMESTRE,1,1,2,2,lira,1.00,1.40,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,3.00,42.90,3.00,42.90,1.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,42.90,4.00,57.20,0.00,0.00
260880,Lajedo,PE,06 a 10/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,0.90,0.90,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00
260890,Limoeiro,PE,06/01 A 10/01/2020,TRIMESTRE,1,1,2,2,lira,11.20,12.50,0.00,0.00,1.00,7.69,12.00,92.31,5.00,1.30,343.00,91.00,28.00,7.40,1.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,348.00,92.30,29.00,7.70,0.00,0.00
260900,Macaparana,PE,44105.25,TRIMESTRE,1,1,2,2,lira,0.80,1.40,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,3.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,40.00,0.00,0.00,0.00,0.00,3.00,60.00,0.00,0.00,2.00,40.00
260910,Machados,PE,06 a 10 de janeiro 2020,TRIMESTRE,1,1,2,2,lira,0.80,0.80,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,4.00,100.00,0.00,0.00,0.00,0.00
260915,Manari,PE,6 a 10 de janeiro 2020,TRIMESTRE,1,1,2,2,lira,2.70,2.70,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00,0.00
260930,Mirandiba,PE,06/01/2020 a 10/01/2020.,TRIMESTRE,1,1,2,2,lira,1.90,1.90,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00,0.00
261430,Moreilandia,PE, 06 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,5.20,5.20,0.00,0.00,0.00,0.00,1.00,100.00,1.00,8.30,10.00,83.30,0.00,0.00,1.00,8.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,91.60,1.00,8.30,0.00,0.00
260940,Moreno,PE,44105.25,TRIMESTRE,1,1,2,2,lira,1.20,1.70,1.00,33.33,2.00,66.67,0.00,0.00,0.00,0.00,14.00,82.40,1.00,5.90,0.00,0.00,0.00,0.00,2.00,11.80,0.00,0.00,0.10,0.10,14.00,82.40,1.00,5.90,2.00,11.80
260950,Nazare da Mata,PE,06/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,0.50,0.80,3.00,75.00,1.00,25.00,0.00,0.00,0.00,0.00,6.00,85.70,1.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,85.70,1.00,14.30,0.00,0.00
260960,Olinda,PE,44105.25,TRIMESTRE,1,1,2,2,lira,1.50,1.50,6.00,37.50,10.00,62.50,0.00,0.00,2.00,2.00,74.00,74.70,15.00,15.20,5.00,5.10,1.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,76.00,76.70,20.00,20.30,3.00,3.00
260970,Orobo,PE,06/01/20 a 10/01/20,TRIMESTRE,1,1,2,2,lira,1.80,1.80,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00
260980,Oroco,PE,07 e 08/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260990,Ouricuri,PE,44105.25,TRIMESTRE,1,1,2,2,lira,2.10,2.10,0.00,0.00,4.00,80.00,1.00,20.00,1.00,4.50,21.00,95.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,100.00,0.00,0.00,0.00,0.00
261000,Palmares,PE,06 a 10 de janeiro,TRIMESTRE,1,1,2,2,lira,1.30,1.30,1.00,33.33,2.00,66.67,0.00,0.00,0.00,0.00,8.00,57.10,1.00,7.10,0.00,0.00,5.00,35.70,0.00,0.00,0.00,0.00,0.00,0.00,8.00,57.10,1.00,7.10,5.00,35.70
261010,Palmeirina,PE,06 a 10/01/2020 1º ciclo,TRIMESTRE,1,1,2,2,lira,0.40,0.90,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,1.00,50.00,1.00,50.00,0.00,0.00
261020,Panelas,PE,06 A 10 DE JANEIRO 2020,TRIMESTRE,1,1,2,2,lira,1.00,1.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00,0.00
